model,model_id,condition,question_id,domain,confidence_tier,pass1,pass2,ground_truth,reversal,pass1_correct,pass2_correct,logodds1,logodds2,duplicate_removed
GPT-4o-mini,openai/gpt-4o-mini,A3,q1651,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1650,Law,Boundary,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1652,Law,Medium,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1650,Law,Boundary,No,No,No,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1652,Law,Medium,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1653,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1653,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1652,Law,Medium,No,No,No,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1654,Law,Boundary,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1655,Law,Medium,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1653,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1654,Law,Boundary,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1656,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1655,Law,Medium,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1656,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1654,Law,Boundary,No,No,Yes,False,False,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1657,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1655,Law,Medium,No,No,Yes,False,False,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1656,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1657,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1657,Law,High,Yes,No,Yes,True,True,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1658,Law,Medium,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1659,Law,Boundary,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1658,Law,Medium,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1659,Law,Boundary,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1658,Law,Medium,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1659,Law,Boundary,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1660,Law,High,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1661,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1660,Law,High,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1661,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1660,Law,High,No,No,Yes,False,False,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1661,Law,High,No,No,No,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1662,Law,High,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1663,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1662,Law,High,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1664,Law,Medium,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1663,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1665,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1663,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1664,Law,Medium,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1662,Law,High,No,No,Yes,False,False,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1665,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1664,Law,Medium,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1665,Law,High,No,No,No,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1666,Law,Medium,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1667,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1666,Law,Medium,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1667,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1668,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1666,Law,Medium,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1667,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1668,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1669,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1669,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1668,Law,High,Yes,No,Yes,True,True,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1670,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1669,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1670,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1671,Law,High,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1670,Law,High,No,No,No,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1671,Law,High,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1672,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1671,Law,High,No,No,Yes,False,False,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1672,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1673,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1672,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1673,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1674,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1673,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1674,Law,High,Yes,No,Yes,True,True,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1675,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1676,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1675,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1677,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1674,Law,High,Yes,No,Yes,True,True,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1676,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1675,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1677,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1676,Law,High,No,No,No,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1677,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1678,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1679,Law,Medium,Yes,No,Yes,True,True,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1678,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1680,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1679,Law,Medium,Yes,No,Yes,True,True,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1678,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1680,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1679,Law,Medium,Yes,No,Yes,True,True,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1680,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1681,Law,Boundary,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1681,Law,Boundary,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1682,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1681,Law,Boundary,No,No,Yes,False,False,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1682,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1682,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1683,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1684,Law,Boundary,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1684,Law,Boundary,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1683,Law,High,Yes,No,Yes,True,True,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1685,Law,High,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1684,Law,Boundary,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1683,Law,High,Yes,No,Yes,True,True,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1685,Law,High,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1685,Law,High,No,No,Yes,False,False,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1686,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1686,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1687,Law,Medium,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1688,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1687,Law,Medium,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1688,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1689,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1687,Law,Medium,No,No,No,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1689,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1688,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1686,Law,High,No,No,No,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1689,Law,High,No,No,No,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1690,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1690,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1691,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1690,Law,High,No,No,No,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1692,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1691,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1692,Law,High,Yes,No,Yes,True,True,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1691,Law,High,Yes,No,Yes,True,True,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1694,Law,Medium,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1692,Law,High,Yes,No,Yes,True,True,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1693,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1694,Law,Medium,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1693,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1695,Law,Boundary,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1694,Law,Medium,Yes,No,Yes,True,True,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1693,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1695,Law,Boundary,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1695,Law,Boundary,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1696,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1697,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1698,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1696,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1698,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1697,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1696,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1698,Law,High,No,No,No,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1697,Law,High,No,No,No,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1699,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1699,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1700,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1701,Law,Medium,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1699,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1702,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1701,Law,Medium,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1700,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1702,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1701,Law,Medium,No,No,No,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1702,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1700,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1703,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1704,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1703,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1704,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1703,Law,High,Yes,No,Yes,True,True,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1704,Law,High,No,No,No,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1705,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1705,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1706,Law,Boundary,Yes,No,Yes,True,True,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1705,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1706,Law,Boundary,Yes,No,Yes,True,True,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1707,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1708,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1707,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1706,Law,Boundary,Yes,No,Yes,True,True,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1708,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1707,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1709,Law,High,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1708,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1709,Law,High,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1710,Law,Boundary,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1711,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1709,Law,High,No,No,Yes,False,False,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1710,Law,Boundary,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1711,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1712,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1710,Law,Boundary,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1711,Law,High,No,No,No,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1712,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1712,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1713,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1714,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1713,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1714,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1713,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1714,Law,High,No,No,No,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1715,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1715,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1716,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1715,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1717,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1716,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1717,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1718,Law,High,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1716,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1717,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1719,Law,Medium,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1718,Law,High,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1720,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1719,Law,Medium,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1718,Law,High,No,No,Yes,False,False,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1721,Law,Medium,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1720,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1719,Law,Medium,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1720,Law,High,No,No,No,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1721,Law,Medium,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1721,Law,Medium,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1722,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1723,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1722,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1723,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1722,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1724,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1723,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1724,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1725,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1724,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1726,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1725,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1726,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1725,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1726,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1727,Law,Medium,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1727,Law,Medium,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1728,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1729,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1728,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1727,Law,Medium,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1729,Law,High,Yes,Yes,Yes,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1728,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1729,Law,High,Yes,Yes,Yes,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1730,Law,High,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1730,Law,High,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1731,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1732,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1730,Law,High,No,No,Yes,False,False,False,,,220
GPT-4o-mini,openai/gpt-4o-mini,A1,q1731,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1732,Law,High,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A3,q1731,Law,High,No,No,No,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A3,q1732,Law,High,No,No,No,False,True,True,,,220
GPT-4o-mini,openai/gpt-4o-mini,A0,q1733,Law,Medium,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1734,Law,High,No,No,Yes,False,False,False,,,223
GPT-4o-mini,openai/gpt-4o-mini,A1,q1733,Law,Medium,No,No,No,False,True,True,,,223
GPT-4o-mini,openai/gpt-4o-mini,A0,q1735,Law,High,Yes,No,No,True,False,True,,,223
